marketId,chainId,collateral_symbol,collateral_address,loan_symbol,loan_address,borrow_usd,collateral_usd
0x9c28c8fa039a8df548a7f27adf062d751b0f2e9b9131931810535543adb23291,1,apyUSD,0x38EEb52F0771140d10c4E9A9a72349A329Fe8a6A,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,8439388.557105953,10762895.71531185
0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,1,RLP,0x4956b52aE2fF65D74CA2d61207523288e4528f96,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,8370700.611016209,242413.31010419407
0x24852d8d7464402ddcd717415e009d42bf7427d6a8893487f83c75ee0f4a0ea6,1,dCOMP,0x91d14789071e5E195FFC9F745348736677De3292,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,8249093.774503168,21565055.448815424
0xf8c5aa31ea6b2a068a9eddb46dd110cae57bf0f12be9583a3f9a818effecba89,1,PT-USD3-17DEC2026,0x7f47c3e6b2c00fC4eB4d5Ae50d0Ab0Ab6888Eb4D,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,7921946.885520827,11018779.123735905
0x69ef7fd17b42cd7df6d885aee1b11380837afbc1664b25587041cf193b31617b,1,PT-USDat-27AUG2026,0x1D69402390657308C91179aa184bF992908c1e08,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,7435646.895386271,8756582.995818792
0x4fe72543c5c95cd6b5f3cb516cd235ba882e2e705fe3424db6f99dfe5811d0d3,1,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,7320894.561804217,14817905.097858878
0xb8fef900b383db2dbbf4458c7f46acf5b140f26d603a6d1829963f241b82510e,1,OETH,0x856c4Efb76C1D1AE02e20CEB03A2A6a08b0b8dC3,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6860730.880436585,15048193.367507907
0x3fea56ab83b05840dc83dc6b3d2f2fbd938147cbaa8126bac529e6c820058253,1,PT-reUSD-25JUN2026,0x3EAA0F0f0A5d3D595ae4e4b0D27f439d01c3E7b2,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,6838532.99635444,8475344.208802814
0xa75bb490ecfee90c86a9d22ebc2dde42fb83478b3f18722b9fc6f5f668cab124,1,PT-apyUSD-18JUN2026,0x3365554a61CeFF74A76528f9e86C1E87946d16a5,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6144301.7551694745,8733158.3206099
0x45671fb8d5dea1c4fbca0b8548ad742f6643300eeb8dbd34ad64a658b2b05bca,1,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,6026096.075648433,9606215.362955494
0x34377fc4f617c51818e92c79df31ff270c6a91bc94ad32e367fdf59b9f4ac5dd,1,weETH,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6020110.093068674,12372691.59054773
0xed05fcc2893b78b3fa468d21b6e4d2925e7f2c64eb1f16279757c43f87502a99,1,PT-apxUSD-18JUN2026,0x92a6A01B07984de46c24E8EBa248449beB8B1dCB,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5590284.01780144,8983587.190808874
0x1d09bf979a167075f5608686642fd3cdb458de742a234175892fa03f23693f6b,1,v-wmtUSDC,0xF65460B84c13eeb911303336Ab0f9D63CC79839f,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4691162.749577226,6222009.028929981
